Star,RA,Dec,Period,Method,Gaia_Dist,Calc_Dist,Dust_Av,Status
SOPS   II e-36,271.50729920452,-39.76323204475,11.4999,Cepheid(IR),,5225.3,0.00,No Gaia Ref
V* GL Hya,130.24676459328,2.6228352470800003,0.5061,RR_Lyrae(K),,3154.7,0.00,No Gaia Ref
V* V734 Her,260.72835657461,46.20675338442,0.5817,RR_Lyrae(K),,4052.6,0.00,No Gaia Ref
V* QW Aqr,316.85864655514,1.17156373743,1.3819,Cepheid(IR),,10875.4,0.00,No Gaia Ref
ATO J262.1752+23.1717,262.17526579728,23.17184497605,0.6430,RR_Lyrae(K),,3634.4,0.00,No Gaia Ref
ROTSE1 J173258.07+473315.2,263.24297347954,47.55476861665,0.8147,RR_Lyrae(V),,3176.9,0.00,No Gaia Ref
V* KK Lib,225.8833619658,-9.742138058540002,0.5172,RR_Lyrae(K),,2805.3,0.00,No Gaia Ref
CRTS J193406.3-512807,293.52702445371,-51.46843762124999,13.8060,None,,0,0.00,Processing
CRTS J140041.2-304142,210.17204056682,-30.69488231241,14.5957,Cepheid(IR),,60984.7,0.00,No Gaia Ref
V* V740 Cep,331.13693299522,80.18758328615,0.5002,RR_Lyrae(V),,3176.9,0.00,No Gaia Ref
V* UY Hya,135.1186087513,2.58089447296,16.9913,Cepheid(IR),,61580.5,0.00,No Gaia Ref
V* BL Col,84.62679918484,-35.90553808226999,0.5913,RR_Lyrae(V),,3176.9,0.00,No Gaia Ref
V* VY LMi,141.92217647409,36.9728979072,0.5267,RR_Lyrae(K),,3325.5,0.00,No Gaia Ref
OGLE LMC725.20.000002,84.75785177016,-59.43159401583,0.5248,RR_Lyrae(K),,3438.1,0.00,No Gaia Ref
CRTS J150740.5+124143,226.91913761227,12.69525811729,13.2905,None,,0,0.00,Processing
SOPS    I e-18,266.79502219826,-69.4484059598,26.1229,Cepheid(IR),,12733.4,0.00,No Gaia Ref
[MAG2004] 53,340.95978219326,-57.02319388012,28.5463,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1112-2557,168.80875659799,-26.224378563630005,11.9870,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* BK Cas,13.28059525863,64.6009108421,0.5172,RR_Lyrae(K),,1618.7,0.00,No Gaia Ref
Case  309,49.70659507162,61.47070898596,13.1075,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C7-52,294.2730677201299,25.08559883049,16.2147,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 0520-5012,80.49117338531,-50.16754510014,6.7232,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
EM* AS  356,290.80894062218,24.46101789552,7.6720,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* TY CVn,193.58966532602,32.242655688810004,0.5136,RR_Lyrae(K),,4032.3,0.00,No Gaia Ref
V* RS Crv,188.00059881132,-23.905022888840005,0.5354,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
Kiso C5-221,69.89595259396,48.79360349128999,8.8142,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BC    142,69.42618806883,54.13040821518,15.0521,Cepheid(IR),,1114.8,0.00,No Gaia Ref
CRTS J113251.0-491103,173.21277208961,-49.1843142314,0.6447,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
Kiso C5-82,51.20116745340749,63.00808813802583,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J194206.9-260537,295.52909954503,-26.093883491,0.6528,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
HE 1334-2133,204.43323748932,-21.81824396899,15.1396,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SB 345,12.664873380450002,-22.11756412913,500.0000,None,,0,0.00,Processing
Kiso C7-17,290.92680859594,22.45779513171,14.4652,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J160507.1+254500,241.28015664996,25.74995348295,500.0000,None,,0,0.00,Processing
CRTS J063831.3-492033,99.63103354455,-49.34239247576001,9.6948,Cepheid(IR),,23166.5,0.00,No Gaia Ref
ATO J139.4087-05.7558,139.40872393728,-5.75578088471,0.6831,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
Case  439,273.41953071327,-7.403116692109999,21.1066,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V802 Cyg,294.92209574132,35.17590986436999,0.5951,RR_Lyrae(K),,3021.1,0.00,No Gaia Ref
CRTS J153733.3+150525,234.38902851545,15.09020502395,1.6326,None,,0,0.00,Processing
Kiso C7-119,297.25650092383,22.36784878051,105.7192,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* DE Mon,101.81826400563,0.22745601341,13.2341,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J177.8487+21.3572,177.84880851078,21.35729993035,0.5819,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
V* V397 Her,260.78436768109,22.65821266387,0.5565,RR_Lyrae(K),,3452.8,0.00,No Gaia Ref
HE 1244-3036,191.91348002354,-30.88779487226,15.0047,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J023.6368+02.7450,23.63674928870001,2.7450644279711107,0.6474,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
NIKC 3-26,60.53378513075,56.14814097055,14.8968,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J134740.7-453641,206.92000742164,-45.61148108118,14.5958,Cepheid(Opt),,59500.2,0.00,No Gaia Ref
NIKC 2-75,54.99282584990001,61.690282586280006,19.5958,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C5-14,38.57785464141,57.97309383567001,12.9212,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V486 Hya,127.62429681563998,-2.71021533421,0.5082,RR_Lyrae(V),,3162.3,0.00,No Gaia Ref
V* LQ Boo,219.47383498424,34.990015289140004,0.5637,RR_Lyrae(K),,3157.9,0.00,No Gaia Ref
HE 1357-3049,210.02661021842,-31.06256762305,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1928-6637,293.33217241385,-66.52587430643,15.2930,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SB 788,29.83459492314,-40.42897035404,500.0000,None,,0,0.00,Processing
CRTS J090404.5+431257,136.01891992147,43.21576815971,16.5065,None,,0,0.00,Processing
V* V3521 Oph,273.7987883245099,6.78408200655,0.6142,RR_Lyrae(K),,2340.8,0.00,No Gaia Ref
V* EW Lyn,119.79916527158,45.32685762911999,0.5009,RR_Lyrae(K),,2950.3,0.00,No Gaia Ref
BC      5,97.26917347872002,8.19097281084,9.6947,Cepheid(IR),,1909.5,0.00,No Gaia Ref
Kiso C4-19,279.40033666704994,7.547662723840002,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
UCAC4 057-008403,149.90272749803,-78.73871579164,16.3608,Cepheid(IR),,50148.1,0.00,No Gaia Ref
CRTS J222655.2+071437,336.7303692222699,7.24371592382,500.0000,Cepheid(IR),,485104.6,0.00,No Gaia Ref
ASASSN-V J160606.56-310438.9,241.52752803032,-31.07739731769,0.9406,RR_Lyrae(K),,3894.2,0.00,No Gaia Ref
SOPS   II e-34,281.24399396161,-37.94771677784,15.2929,Cepheid(IR),,20445.3,0.00,No Gaia Ref
V* IM Boo,212.273375271,47.82445690507001,0.6149,RR_Lyrae(K),,3462.4,0.00,No Gaia Ref
CRTS J004548.4-435508,11.45084002069,-43.91923910135,0.5888,RR_Lyrae(V),,3147.7,0.00,No Gaia Ref
CRTS J112106.0-390732,170.27556931193,-39.12549353232001,24.9027,None,,0,0.00,Processing
CRTS J212106.7-082959,320.27833822276,-8.49975761969,1.0670,Cepheid(IR),,9444.6,0.00,No Gaia Ref
CRTS J211854.8-120544,319.72851290596,-12.09583333741,1.2316,None,,0,0.00,Processing
CRTS J222519.5+102150,336.33162769802,10.364056672860002,13.7060,None,,0,0.00,Processing
CRTS J160729.8-255150,241.87435618438,-25.86426538614,16.5955,None,,0,0.00,Processing
CRTS J202046.8-270052,305.19536886148,-27.014400788280007,0.5554,RR_Lyrae(V),,3147.7,0.00,No Gaia Ref
V* SW Ind,307.60918910564,-48.24963491614,0.5876,RR_Lyrae(K),,4027.0,0.00,No Gaia Ref
V* GP Leo,176.43970236044,11.86902334563,0.6777,RR_Lyrae(K),,3704.0,0.00,No Gaia Ref
V* EP Lyn,108.07847820402,47.32567214918001,0.5008,RR_Lyrae(K),,3151.1,0.00,No Gaia Ref
CRTS J032749.0-385437,51.95431381235999,-38.91007985378,0.6100,RR_Lyrae(V),,3147.7,0.00,No Gaia Ref
V* VV Ind,310.12424638492,-53.28174312624,0.6051,RR_Lyrae(K),,3616.8,0.00,No Gaia Ref
NSVS   9294410,39.73491777125,8.742506248340002,0.6043,RR_Lyrae(K),,3007.9,0.00,No Gaia Ref
V* BT Leo,168.01919711387,18.50145760928,0.5003,RR_Lyrae(K),,3254.3,0.00,No Gaia Ref
Cl* NGC 6121    SAW V14,245.88030830442,-26.59296289611,0.5044,RR_Lyrae(K),,1897.9,0.00,No Gaia Ref
ROTSE1 J153139.12+332356.0,232.9155653909,33.40144951083,58.3770,Cepheid(IR),,132615.2,0.00,No Gaia Ref
Case  496,333.13161547728,60.38183459321,4.9295,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
UCAC4 121-145252,244.04854614203003,-65.81509887013,13.4116,Cepheid(IR),,46045.6,0.00,No Gaia Ref
V* V1860 Oph,259.8586725709428,-20.65660997746139,0.6271,RR_Lyrae(K),,2761.5,0.00,No Gaia Ref
ASAS J115715-2949.1,179.31134959489,-29.818763231519995,0.5052,RR_Lyrae(K),,3473.9,0.00,No Gaia Ref
CRTS J142026.7-395200,215.11096551954,-39.8670574433,14.5959,None,,0,0.00,Processing
V* AQ Tel,282.32153427337994,-51.60151286784,13.8058,Cepheid(IR),,53722.4,0.00,No Gaia Ref
Cl* NGC 6121    SAW V12,245.87831222931,-26.58306504141,16.5956,Cepheid(IR),,26166.5,0.00,No Gaia Ref
Case  150,106.79089034681002,-13.795464527079998,14.8083,Cepheid(IR),,1312.0,0.00,No Gaia Ref
CRTS J143611.8-352804,219.04846449054,-35.46801962731,16.3607,None,,0,0.00,Processing
ASAS J041148-3042.6,62.95195798839999,-30.70929243525,0.6878,RR_Lyrae(K),,3429.7,0.00,No Gaia Ref
ROTSE1 J162932.61+210139.8,247.38665712948,21.02720202447,39.3472,None,,0,0.00,Processing
CRTS J140559.2+042600,211.49700949068,4.43338005846,0.5368,RR_Lyrae(V),,3133.3,0.00,No Gaia Ref
NSV 14558,351.58921390483,-31.08230035800001,60.1572,Cepheid(IR),,146361.2,0.00,No Gaia Ref
CRTS J204937.1-095949,312.40493090415,-9.99722281805,14.3898,None,,0,0.00,Processing
ROTSE1 J164316.86+264815.8,250.82805021687,26.80713791779,0.6304,RR_Lyrae(K),,3393.2,0.00,No Gaia Ref
V* V1076 Per,44.69576944307,57.2032967202,14.7595,Cepheid(IR),,24773.0,0.00,No Gaia Ref
V* HV Leo,141.32098233974,18.63194261198,0.5925,RR_Lyrae(K),,3387.3,0.00,No Gaia Ref
V* FP Tel,280.15997928488,-52.75674072835,0.5120,RR_Lyrae(K),,3436.6,0.00,No Gaia Ref
V* HT Tel,300.0717560210899,-45.31483591493,0.6166,RR_Lyrae(K),,3936.6,0.00,No Gaia Ref
HE 1517-0939,229.96264018247,-9.833288115109998,13.2725,Cepheid(IR),,47643.8,0.00,No Gaia Ref
ATO J315.1734-04.9345,315.17343238867,-4.93446260656,0.6308,RR_Lyrae(V),,3133.3,0.00,No Gaia Ref
V* V2470 Cyg,289.99151858533,46.88924733326,0.5481,RR_Lyrae(K),,3119.7,0.00,No Gaia Ref
V* V344 Ser,227.9949498698,6.038887827229999,4.3505,Cepheid(IR),,21941.3,0.00,No Gaia Ref
BPS CS 29515-0047,41.28471397481,-28.35162270916,15.6772,Cepheid(IR),,52338.8,0.00,No Gaia Ref
CRTS J163143.8+265712,247.93283308767,26.953287685480003,20.4794,None,,0,0.00,Processing
CRTS J051222.5-211137,78.09389238614,-21.1935437385,0.6462,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
V* BR Lib,232.53239905227,-20.717160768189995,0.5005,RR_Lyrae(K),,2747.5,0.00,No Gaia Ref
CRTS J161554.8-232744,243.97857868570787,-23.462172038324443,16.5955,Cepheid(IR),,40367.2,0.00,No Gaia Ref
NSVS   7962128,260.92294576674,37.32529247995,0.5020,RR_Lyrae(K),,3300.0,0.00,No Gaia Ref
V* V1369 Cyg,302.79118460329994,51.61585269553,0.5650,RR_Lyrae(K),,2962.6,0.00,No Gaia Ref
CRTS J160530.6-232429,241.37783306375,-23.40699173707,0.5862,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
V* V380 Tel,296.84338960244,-54.52471657476,0.5158,RR_Lyrae(K),,3715.4,0.00,No Gaia Ref
CRTS J201539.6-122908,303.91525251415,-12.48570891747,12.7729,None,,0,0.00,Processing
ASAS J110823-1625.9,167.09609135323,-16.431724301200003,0.6877,RR_Lyrae(K),,4244.6,0.00,No Gaia Ref
ASAS J104749-0308.8,161.95298073089,-3.14539903392,0.6247,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
CRTS J003336.6+330540,8.40273234534,33.09452493442,15.1391,None,,0,0.00,Processing
V* FQ Psc,11.42043102127,18.95072687244,0.5496,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
ZTF J161801.03+511151.8,244.50437770178,51.19779271509,0.6028,RR_Lyrae(K),,3389.7,0.00,No Gaia Ref
ATO J008.7885+35.2780,8.788416613210002,35.27805819555001,0.6300,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
CRTS J205243.8-573448,313.18207962025,-57.58036224048,7.0618,None,,0,0.00,Processing
CRTS J124019.9+014453,190.08332611282,1.74804572924,128.4195,None,,0,0.00,Processing
IRAS 12560+1656,194.6396368821,16.67006706471,15.7384,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* QQ Dra,229.19450673097,61.74895838936,0.6624,RR_Lyrae(K),,3679.9,0.00,No Gaia Ref
CRTS J111340.2+174902,168.41777931964,17.81725708718,0.5117,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
ASAS J071353-2943.6,108.46866413166002,-29.72667269462,23.2798,None,,0,0.00,Processing
CRTS J091729.7+235636,139.37416272548,23.94325808098,0.5016,RR_Lyrae(V),,3118.9,0.00,No Gaia Ref
V* UY Lib,232.82832715425,-17.515495865149997,0.5034,RR_Lyrae(K),,3241.0,0.00,No Gaia Ref
V* ST Scl,25.65185677404,-30.02734523289999,0.5152,RR_Lyrae(K),,3730.8,0.00,No Gaia Ref
ASASSN-V J140950.48-775836.3,212.4612891404,-77.97670972317,0.8190,RR_Lyrae(K),,3085.9,0.00,No Gaia Ref
CRTS J154203.3-275054,235.51337729853003,-27.848642873330007,0.6377,RR_Lyrae(K),,3074.2,0.00,No Gaia Ref
CRTS J194630.8-292509,296.6283663583775,-29.4194522305025,0.7895,RR_Lyrae(K),,3297.3,0.00,No Gaia Ref
CRTS J020744.3+304232,31.93409110695,30.70952835295,14.7591,None,,0,0.00,Processing
V* LX Lyr,280.0971407323,41.03965591854,0.5466,RR_Lyrae(K),,2964.5,0.00,No Gaia Ref
ZTF J021408.73+263128.9,33.53638835429,26.52475118151,0.5575,RR_Lyrae(K),,3353.8,0.00,No Gaia Ref
V* LP Car,137.54215265802,-68.1270797576,500.0000,Cepheid(IR),,512058.4,0.00,No Gaia Ref
CRTS J153530.6+105435,233.87759480897,10.909997205639998,11.9968,None,,0,0.00,Processing
[II78]  2,97.90475154151,9.74712815637,13.2340,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
OGLE GD-RRLYR-10678,276.8122715200187,-5.961129633868334,0.8516,RR_Lyrae(K),,1614.7,0.00,No Gaia Ref
CGCS 6242,115.46525785140004,-36.584922692560006,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NSVS  13425720,230.0504551389,3.4176431772200004,0.5581,RR_Lyrae(V),,3104.6,0.00,No Gaia Ref
CRTS J032233.7-380434,50.64001805649001,-38.07653434709,0.7304,RR_Lyrae(V),,3104.6,0.00,No Gaia Ref
CRTS J094310.2+102650,145.79258598032,10.447314683960002,14.9243,None,,0,0.00,Processing
V* V666 Cen,211.10838123212,-36.99170287365,0.5159,RR_Lyrae(K),,3825.3,0.00,No Gaia Ref
V* BH Aqr,339.74528177269,-19.80742879542,0.5255,RR_Lyrae(K),,3552.9,0.00,No Gaia Ref
V* LL Pav,284.71333190656,-73.3225650198,13.8058,Cepheid(IR),,50318.4,0.00,No Gaia Ref
V* CW Pav,277.40657127474,-59.34756056709999,0.8338,RR_Lyrae(K),,3853.1,0.00,No Gaia Ref
CRTS J063518.6-592600,98.82828134906956,-59.43313352661779,500.0000,Cepheid(IR),,454862.0,0.00,No Gaia Ref
ASAS J215737-1422.9,329.40533738202,-14.38199387136,0.8148,RR_Lyrae(K),,3662.4,0.00,No Gaia Ref
ATO J255.6306-16.4690,255.63071444356248,-16.46906957849361,0.5256,RR_Lyrae(K),,2328.2,0.00,No Gaia Ref
CRTS J192906.5-495604,292.27733959308995,-49.93458242480194,15.2931,Cepheid(IR),,53018.5,0.00,No Gaia Ref
ATO J312.1817-00.2551,312.18173998229,-0.2551601415099999,0.5923,RR_Lyrae(V),,3096.0,0.00,No Gaia Ref
ATO J089.7315+38.2452,89.73158167947916,38.24527544852501,0.8992,RR_Lyrae(K),,2561.5,0.00,No Gaia Ref
V* GT Tel,278.74122730952,-52.58614153626,0.5884,RR_Lyrae(K),,3598.1,0.00,No Gaia Ref
CGCS 6592,234.26800607983003,-49.44743493824001,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J152753.0-365355,231.97104510831,-36.89831420333,0.6058,RR_Lyrae(V),,3090.3,0.00,No Gaia Ref
V* YZ Mic,315.02778053173,-40.5696328905,0.5092,RR_Lyrae(K),,3566.4,0.00,No Gaia Ref
V* AG Ind,314.90951769067,-59.37655997685,0.5580,RR_Lyrae(K),,3439.7,0.00,No Gaia Ref
BPS CS 22891-0211,295.17532607116,-60.77757620833,0.5158,RR_Lyrae(K),,3988.4,0.00,No Gaia Ref
NSVS   8724692,324.43819353745994,34.62038578982,0.6040,RR_Lyrae(K),,2315.0,0.00,No Gaia Ref
CRTS J033936.7+375824,54.90306063616,37.97326770503,0.5915,RR_Lyrae(V),,3090.3,0.00,No Gaia Ref
V* DY And,359.67587943372,41.48871159676,0.6026,RR_Lyrae(K),,2975.1,0.00,No Gaia Ref
V* RV Pav,272.39131678884,-59.45623060689,0.6626,RR_Lyrae(K),,3436.3,0.00,No Gaia Ref
BPS CS 22871-0047,219.12626159206,-22.02613303047,4.9618,Cepheid(IR),,24515.3,0.00,No Gaia Ref
V* RR LMi,165.0637380376775,29.32091676007528,0.7925,RR_Lyrae(V),,3090.3,0.00,No Gaia Ref
ASAS J204145-3241.4,310.43706981888,-32.68916797202001,0.5605,RR_Lyrae(K),,3587.9,0.00,No Gaia Ref
ZTF J160346.96+574147.6,240.94580074546,57.69661800791,0.5646,RR_Lyrae(K),,3688.9,0.00,No Gaia Ref
V* V448 Her,250.66106766138,39.87923302222,0.6535,RR_Lyrae(K),,3857.6,0.00,No Gaia Ref
CRTS J144836.1+090231,222.15071412022,9.04191566757,13.2905,None,,0,0.00,Processing
ATO J323.6039+18.2888,323.6039707474541,18.288863669452503,0.7492,RR_Lyrae(K),,3570.7,0.00,No Gaia Ref
OGLE BLG-RRLYR-41737,255.24546682098,-30.198143167689995,19.1483,Cepheid(Opt),,33008.9,0.00,No Gaia Ref
CRTS J232949.0-310251,352.4546783245346,-31.047289687081665,32.0039,Cepheid(IR),,96019.9,0.00,No Gaia Ref
ATO J110.2721+03.1651,110.27213111376707,3.165107000175,14.8083,Cepheid(IR),,52488.6,0.00,No Gaia Ref
CRTS J210841.0-550906,317.1715449237,-55.15157910598,13.5395,Cepheid(IR),,49478.2,0.00,No Gaia Ref
V* V347 Aps,224.90821769804,-72.76507068315,14.8574,Cepheid(IR),,26479.0,0.00,No Gaia Ref
CRTS J071000.4+412829,107.50185427847,41.47487908488,0.5444,RR_Lyrae(V),,3076.1,0.00,No Gaia Ref
V* OR Com,199.97710665149,19.899113210690004,0.6011,RR_Lyrae(K),,3224.0,0.00,No Gaia Ref
V* CH Pav,270.65552344475,-60.08258516587999,2.6645,Cepheid(IR),,10152.4,0.00,No Gaia Ref
CRTS J173250.3-644439,263.21005890238,-64.74382439083,22.5935,None,,0,0.00,Processing
CRTS J203723.3-222702,309.34769301134,-22.450260863739995,14.3897,Cepheid(IR),,41997.6,0.00,No Gaia Ref
BPS BS 16548-0060,249.07081758295,50.16034048246,0.5044,RR_Lyrae(K),,2483.8,0.00,No Gaia Ref
ATO J336.3673+20.1529,336.36726734755,20.15297717968,0.6416,RR_Lyrae(V),,3076.1,0.00,No Gaia Ref
BPS CS 22877-0026,200.23029879416,-8.64691863756,13.1698,Cepheid(IR),,47731.9,0.00,No Gaia Ref
ATO J117.8195+30.2791,117.8194226481,30.27923237912,0.5964,RR_Lyrae(V),,3076.1,0.00,No Gaia Ref
CRTS J203615.9-462808,309.06693395755,-46.46844586479,0.5006,RR_Lyrae(K),,3407.0,0.00,No Gaia Ref
CRTS J060131.4-123507,90.38115864819,-12.5854851025,0.6136,RR_Lyrae(V),,3076.1,0.00,No Gaia Ref
V* V381 Lup,233.86643597283,-30.61507197418,0.5795,RR_Lyrae(V),,3076.1,0.00,No Gaia Ref
V* AR Aps,236.07739173108,-72.42169175803,0.6118,RR_Lyrae(K),,3691.0,0.00,No Gaia Ref
NSVS  11762921,334.5935873225796,22.136179449216943,0.5706,RR_Lyrae(V),,3076.1,0.00,No Gaia Ref
CRTS J153432.2-312344,233.63423843430792,-31.3956076518825,11.8435,Cepheid(IR),,40136.5,0.00,No Gaia Ref
ATO J108.4544+01.4875,108.45442128490586,1.487568026101389,0.6451,RR_Lyrae(K),,2920.7,0.00,No Gaia Ref
ATO J269.9544+02.5883,269.9544065277471,2.588391828203611,15.9987,Cepheid(IR),,46546.8,0.00,No Gaia Ref
CRTS J014537.9-534145,26.40871038023,-53.69573271098,0.6018,RR_Lyrae(V),,3062.0,0.00,No Gaia Ref
CRTS J190001.9-551546,285.0078882079,-55.2627862201,0.5048,RR_Lyrae(K),,3446.9,0.00,No Gaia Ref
V* V371 Tel,276.53444898632995,-56.03573076102,14.6066,Cepheid(IR),,46660.9,0.00,No Gaia Ref
CLS  45,178.00404000764,37.18590204467,14.6394,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J142155.0-021432,215.47943315178,-2.242379085880001,11.9965,Cepheid(IR),,44477.5,0.00,No Gaia Ref
BPS CS 29527-0057,11.30636999928,-21.417643169940003,4.7214,Cepheid(IR),,23999.1,0.00,No Gaia Ref
V* AB LMi,151.15165260056,31.88040471269,0.5568,RR_Lyrae(K),,3230.6,0.00,No Gaia Ref
V* V486 Cam,114.66070761469,69.34675940273,0.8046,RR_Lyrae(K),,3801.8,0.00,No Gaia Ref
NSV 13080,306.52509111923,4.874866076340001,12.7730,Cepheid(IR),,43558.7,0.00,No Gaia Ref
V* UZ Ant,166.33442068606,-38.94619748846,0.5981,RR_Lyrae(K),,3872.5,0.00,No Gaia Ref
V* TZ Gru,334.33572981023,-50.57639489923,0.7041,RR_Lyrae(K),,3922.9,0.00,No Gaia Ref
Kiso C2-72,87.44764019679,29.54839568011,3.1452,Cepheid(IR),,309.0,0.00,No Gaia Ref
V* SS Ant,144.79566376325,-26.55227154089,0.5000,RR_Lyrae(K),,3549.2,0.00,No Gaia Ref
V* XZ CVn,207.42669669455,29.09460429308,16.1778,Cepheid(IR),,62750.4,0.00,No Gaia Ref
V* BB Lib,230.30239314987003,-28.348801192589992,0.5007,RR_Lyrae(K),,2866.7,0.00,No Gaia Ref
CRTS J195652.6-143203,299.21873888052,-14.53391865619,0.5054,RR_Lyrae(V),,3062.0,0.00,No Gaia Ref
ZTF J073308.55+480353.4,113.28566461933002,48.0649191617,0.6188,RR_Lyrae(K),,3003.8,0.00,No Gaia Ref
V* HO Her,254.33670435826,30.35761561616,0.5059,RR_Lyrae(K),,2992.9,0.00,No Gaia Ref
ATO J081.8636-03.8601,81.86353441584,-3.86011682993,0.5871,RR_Lyrae(V),,3062.0,0.00,No Gaia Ref
CRTS J135658.5-364111,209.24403102801,-36.68609010832,0.7038,RR_Lyrae(K),,2972.3,0.00,No Gaia Ref
ASAS J194745-4539.7,296.93723822984,-45.66052791842,0.5958,RR_Lyrae(K),,3591.0,0.00,No Gaia Ref
ROTSE1 J172901.72+361628.0,262.2568099709499,36.27546744762,39.3478,Cepheid(IR),,80006.9,0.00,No Gaia Ref
CRTS J191507.2-474907,288.78048852844,-47.818418441160006,17.1391,None,,0,0.00,Processing
V* SW Crv,182.59938990648,-22.24337543695,0.5309,RR_Lyrae(K),,3301.0,0.00,No Gaia Ref
CRTS J214242.8-455029,325.67881472101,-45.84156528345,32.5280,None,,0,0.00,Processing
V* NY Aqr,317.25395804167,-14.4564628813,0.6026,RR_Lyrae(K),,3575.3,0.00,No Gaia Ref
[DCD2013] CSS J074535.8+592021,116.39929382987334,59.33921556933833,20.9740,None,,0,0.00,Processing
V* V2209 Sgr,299.06836563223,-43.67459076063,0.5934,RR_Lyrae(K),,3483.1,0.00,No Gaia Ref
V* V433 Cam,93.82555267146,67.33553016182,0.5169,RR_Lyrae(K),,2458.3,0.00,No Gaia Ref
V* UV Scl,13.99412732622,-26.383184791609995,0.5211,RR_Lyrae(K),,3475.9,0.00,No Gaia Ref
NSVS  13350458,218.66804795764,3.91105421443,0.6855,RR_Lyrae(K),,3192.9,0.00,No Gaia Ref
V* TZ Cap,312.3918177465,-14.57863881975,0.5415,RR_Lyrae(K),,3339.2,0.00,No Gaia Ref
V* KU Boo,217.62841907792,50.33953020359,0.5694,RR_Lyrae(K),,3429.4,0.00,No Gaia Ref
CRTS J032208.9-345729,50.53749723680999,-34.95778085505,0.6187,RR_Lyrae(V),,3047.9,0.00,No Gaia Ref
ROTSE1 J190350.47+460144.8,285.96049388518,46.02890193359,0.5114,RR_Lyrae(K),,3409.4,0.00,No Gaia Ref
ATO J295.7114-10.9232,295.7114077077354,-10.9232290575325,0.5035,RR_Lyrae(K),,2506.9,0.00,No Gaia Ref
CRTS J131817.4+000425,199.57293940954,0.07350714159,0.6391,RR_Lyrae(K),,3533.3,0.00,No Gaia Ref
ASAS J025239+1504.3,43.16312121336,15.07124027802,0.5916,RR_Lyrae(K),,3343.1,0.00,No Gaia Ref
CRTS J065756.6+342531,104.48614522798002,34.4253567445,20.9739,None,,0,0.00,Processing
UCAC4 183-191749,258.85723466672994,-53.562316287,0.7057,RR_Lyrae(K),,3095.1,0.00,No Gaia Ref
ATO J324.6550+12.3325,324.65508111855,12.332608122320002,0.6279,RR_Lyrae(V),,3033.9,0.00,No Gaia Ref
V* KW Cen,178.77968167091,-44.52613104276,0.5922,RR_Lyrae(K),,3168.0,0.00,No Gaia Ref
V* V1126 Her,256.67101948828,15.67566797445,0.5400,RR_Lyrae(K),,3023.5,0.00,No Gaia Ref
ROTSE1 J165257.68+224733.2,253.24012054307,22.79206235184,0.5140,RR_Lyrae(K),,3438.1,0.00,No Gaia Ref
NSVS  17578792,47.8292692303,-28.89373630784001,0.5527,RR_Lyrae(K),,2916.1,0.00,No Gaia Ref
BPS CS 30314-0098,312.71265737574,-32.70675915881,4.7531,Cepheid(IR),,21223.1,0.00,No Gaia Ref
V* BD Lep,86.48636786338,-14.69174619536,0.6001,RR_Lyrae(K),,2693.1,0.00,No Gaia Ref
