name,ra,dec,sp_type,v_mag,parallax,plx_error,snr,reliable
CRTS J122131.8-362821,185.38246388114996,-36.47209343563,,12.07,0.5688,0.0257,22.13,True
ASAS J023020-5908.1,37.58135648948,-59.13445069973,,12.071,0.4963,0.0138,35.96,True
LEE 273,62.66943425825999,44.44720891119,"C5+,4",12.08,0.3514,0.0329,10.68,True
V* RR Gru,324.51486067409,-44.68669432667999,,12.08,0.4815,0.0142,33.91,True
C*  767,111.73625815097002,-11.22907949222,C,12.08,0.2933,0.0347,8.45,True
V* DQ CMi,110.1604110843,6.68207869551,,12.08,0.4986,0.0166,30.04,True
V* BI Eri,57.46166255027,-23.93051654566,,12.088,0.5947,0.0174,34.18,True
IRAS 10354-5319,159.37111847525,-53.579158280680005,C,12.09,0.147,0.0179,8.21,True
V* PT Cas,24.523373975100004,55.97082459008,"C6-,4",12.09,0.3044,0.0268,11.36,True
CRTS J150746.5-285508,226.94389508446,-28.92004318143001,,12.09,0.286,0.0181,15.8,True
C*   46,14.88698582992,39.32272776488,R0,12.09,0.4118,0.0369,11.16,True
CRTS J113004.2-485933,172.51695168668,-48.99262571923,,12.09,0.4683,0.014,33.45,True
C* 3254,79.84634734273,11.36164611155,C,12.1,0.1592,0.0267,5.96,True
C* 3292,212.14618870224,5.10760473115,N,12.1,0.0146,0.0475,0.31,False
C*  512,96.77611477203,22.59984437195,C,12.1,0.2603,0.026,10.01,True
Case  727,90.82483141292,1.9834569340100001,C,12.1,0.2957,0.0263,11.24,True
V* IU Car,103.28109915959,-59.59562538118,kA7hF4,12.1,0.5667,0.0105,53.97,True
SP77  34-1a,72.6848918518,-72.71188926549,C,12.1,0.0817,0.0451,1.81,False
[W71b] 017-04,119.46597897584,-32.02203320693,C,12.1,0.1054,0.0208,5.07,True
NSV  1856,77.16105795815,-56.04926985319,,12.1,0.4259,0.0134,31.78,True
[W71b] 001-05,110.33047503873,-23.89797115048,C,12.1,0.2021,0.0268,7.54,True
BM   IV  59,121.81954111013,-33.69860529206,C,12.1,0.3307,0.0241,13.72,True
C* 3233,47.20314881565999,27.91655914323,C,12.1,0.2293,0.0574,3.99,False
C*  718,109.85774156707,-27.058024326650003,C,12.1,0.1698,0.0157,10.82,True
V* AQ CrB,239.38250651467,28.633562946620003,,12.1,0.3746,0.0133,28.17,True
V* V481 Cas,29.188099442250003,59.3120429646,"C4,3",12.1,0.3012,0.0261,11.54,True
[W71b] 034-05,129.72466592339,-49.64394142486,C,12.1,0.3001,0.0232,12.94,True
C* 1624,152.04484857451,-49.92065335057,C,12.1,0.1857,0.0196,9.47,True
Case  641,311.52952413361,36.94816743215,C,12.1,0.2663,0.0256,10.4,True
Kiso C6-17,94.40548886225,9.62644479691,C,12.1,0.1542,0.0357,4.32,False
V* VY Lib,237.82078909135998,-15.750929029910003,kA9.5hF6,12.1,0.864,0.0321,26.92,True
Case  313,60.08982730111,58.73427599109,C,12.1,0.4887,0.0462,10.58,True
C*  939,118.15586252026999,-38.47091519832,C,12.1,0.2472,0.0248,9.97,True
CRTS J022357.7-453842,35.9909704967,-45.644814900810005,,12.1,0.475,0.0222,21.4,True
C* 3313,325.76328817868,82.97014230497,C,12.1,0.1033,0.014,7.38,True
ROTSE1 J172352.80+330822.8,260.9698254213499,33.13971297345,,12.1,0.3918,0.0125,31.34,True
Case  341,80.21475761315,42.62033048242001,C,12.11,0.1949,0.0258,7.55,True
V* UZ CVn,187.61543496214998,40.50889625941,A5,12.11,0.4938,0.0207,23.86,True
Case  410,104.10906783166,3.7367190585699994,C,12.11,0.2876,0.0245,11.74,True
V* SS Cnc,121.60660508686001,23.25156406023,kA3.5hA8.5,12.11,0.611,0.0348,17.56,True
V* V1348 Her,277.30728878574,21.07178526573,,12.11,0.5658,0.0227,24.93,True
ASAS J212331-3025.0,320.88067222717996,-30.415774007179998,,12.11,0.4665,0.0215,21.7,True
2MASS J19590529+3407255,299.7720550711899,34.123745516739994,,12.11,0.669,0.0091,73.52,True
V* V1646 Sgr,305.78641890975,-31.29502655556,,12.12,0.5188,0.0228,22.75,True
V* V413 Oph,246.29626764256994,-10.52375039287,kF3hF6,12.12,0.815,0.0227,35.9,True
V* DH Hya,135.06178211791,-9.778971135719997,kA0hF0,12.12,0.475,0.0266,17.86,True
V* Z CVn,192.43909177543998,43.77366513823,kF1.5hF6.5,12.12,0.4978,0.0241,20.66,True
[AHB74] C  11,288.19432084598,10.20602605339,C1;2,12.12,0.385,0.032,12.03,True
C*  687,108.06998878365,1.8977622780300003,C,12.13,0.3107,0.0236,13.17,True
ATO J284.6376-09.0743,284.63765967625,-9.074382294340001,,12.13,0.4161,0.0139,29.94,True
C* 2277,236.91306191246002,-44.58717275085,R2,12.13,0.1595,0.0179,8.91,True
V* BN CVn,187.40313692221997,47.82145708069,F0,12.13,0.4425,0.0157,28.18,True
ATO J024.1859+46.4700,24.18589156297,46.47002987839,,12.13,0.3587,0.042,8.54,True
BM   IV  10,112.30243985944,-19.46351642399,C,12.13,0.6039,0.0431,14.01,True
NSV 14530,350.69407265258,-46.69232302246,,12.13,0.3899,0.0189,20.63,True
V* HH Tel,293.33457967841,-45.66364785334,,12.13,0.5362,0.017,31.54,True
SOPS  III e-35,150.99865135013,-69.44760732607,R,12.13,0.1985,0.0103,19.27,True
ASAS J192157-4328.4,290.48809884142,-43.47224313412,Ap,12.135,0.5164,0.014,36.89,True
V* TX Scl,358.84275353605,-26.30196415815,kAmF,12.14,0.4375,0.0195,22.44,True
C*  619,103.71419219138,-23.311302240219998,R,12.14,0.1251,0.0158,7.92,True
V* TV CrB,230.58933655859002,26.87712956688,kA1hA8/9,12.14,0.5051,0.0228,22.15,True
C*  352,82.92676525158,15.425436660449998,N,12.14,0.4474,0.0218,20.52,True
V* AA Aql,309.56281797012,-2.8902821005200003,kF3hF5,12.14,0.7206,0.0179,40.26,True
V* RY Oct,324.03896264897,-77.30376006693,,12.14,0.5052,0.0148,34.14,True
SOPS   II e-17,282.51450490962,-31.547421680379998,R,12.14,0.3493,0.0157,22.25,True
Case  722,84.1623901071,47.69797977417,C,12.15,0.317,0.0304,10.43,True
BM   IV  13,113.35085645711001,-19.37718152686,C,12.15,0.2687,0.0272,9.88,True
NSVS  15899416,179.97418494814,-11.607798092069999,,12.15,0.4604,0.0243,18.95,True
Case  488,326.47656592857993,59.05976945098,C,12.15,0.2546,0.036,7.07,True
V* VZ Lup,224.54518473235998,-45.93696600554,,12.16,0.2639,0.0227,11.63,True
FBS 0922+786,142.2023670724,78.42950161591,C-H,12.16,0.143,0.0116,12.33,True
Case  424,110.33478270535,-8.18058140791,C,12.16,0.1606,0.0249,6.45,True
V* V1343 Cen,215.28363931982,-37.07104140706,,12.16,0.4056,0.0206,19.69,True
V* RV Phe,352.13104374764,-47.45362242613001,kA9hF7,12.16,0.5237,0.0197,26.58,True
ZTF J012226.25+591236.3,20.60943794222,59.210062369730004,,12.162,0.4702,0.0154,30.53,True
V* V672 Aql,296.40707646828,8.02140492726,,12.17,0.7209,0.0176,40.96,True
Case  456,295.88945126763,34.48997794158,C,12.17,0.4777,0.0335,14.26,True
WRAY 18-4,104.35171815477,-27.80226968277,C,12.17,0.1204,0.0178,6.76,True
IRAS 06461-1125,102.11108971931,-11.47460433733,C,12.17,0.2519,0.0261,9.65,True
V* XZ UMi,219.96507869853,74.75061128263,,12.17,0.478,0.0131,36.49,True
Case  692,359.66876597331,58.352871425939995,"C4,4",12.17,0.3854,0.0277,13.91,True
NSVS   3117163,289.39519561915,66.14404811088,,12.17,0.3619,0.0137,26.42,True
ROTSE1 J164227.33+122224.7,250.61620095712996,12.37704544579,,12.17,0.421,0.0166,25.36,True
V* AM Vir,200.88885511148,-16.666079659,,12.18,0.6857,0.0256,26.79,True
ASAS J213502-2053.8,323.75604509578,-20.89680250703,,12.18,0.3911,0.0184,21.26,True
C* 1054,122.1093316057,-17.52083306641,R,12.18,0.281,0.0144,19.51,True
V* HO Car,154.0762296101,-63.53893804799999,,12.18,0.3671,0.0144,25.49,True
V* ST Eri,61.60308796339,-23.658843320640003,,12.18,0.4792,0.0143,33.51,True
V* V346 Ser,229.66771489917002,14.9842478382,C-N,12.18,0.0096,0.046,0.21,False
Case  182,286.2688617516,13.708300391330003,C9;1,12.18,0.4623,0.0598,7.73,True
Case   99,77.5845853424,39.82294715573,N,12.18,0.2076,0.0328,6.33,True
C* 3279,106.53239679603,40.20036848977001,C-N,12.19,0.1749,0.0209,8.37,True
ASAS J180023-7026.5,270.09408604317,-70.44047753979,,12.19,0.4744,0.0131,36.21,True
SOPS   IV e-65,159.14315002052,-39.41449302852,R,12.19,0.6945,0.029,23.95,True
SOPS   II e-50,280.04586985353,-43.66316084168,R,12.19,0.1652,0.0171,9.66,True
V* OX Aqr,358.50555390683,-7.67750867909,,12.19,0.198,0.028,7.07,True
V* V592 CrA,276.58675668863,-44.99727652227,,12.19,0.4493,0.0251,17.9,True
ATO J302.1819+31.8282,302.18194555315085,31.828248444917772,,12.192,0.5953,0.0103,57.8,True
HE 0451-2109,73.45926749672,-21.0757307809,C,12.199,0.638,0.0149,42.82,True
BM   IV 106,142.2384065896,-51.28026275362001,C,12.2,0.1919,0.0301,6.38,True
Kiso C1-175,25.235260518699995,65.56644584142,C,12.2,0.3071,0.0187,16.42,True
V* CE Her,265.48564188617,15.07506186001,hF5mA7,12.2,0.2529,0.019,13.31,True
BM   IV  97,138.33126838454,-50.26415330173,C,12.2,0.3417,0.0356,9.6,True
Case  415,106.01238868908001,2.5562715903299997,C,12.2,0.4937,0.06,8.23,True
NIKC 3-46,66.43829990483,55.337691069890006,C,12.2,0.1924,0.031,6.21,True
Case  394,99.25700339741,11.4589842582,C,12.2,0.244,0.0331,7.37,True
HE 1354-0242,209.23588254442998,-2.95867116858,C,12.2,0.5074,0.0166,30.57,True
C* 3323,349.88065333239,46.87382441658,N,12.2,0.1962,0.0341,5.75,True
Case  626,290.32665872589,7.653434261539999,C,12.2,0.3437,0.034,10.11,True
C* 3265,86.89640079555,53.35156822478,C,12.2,0.163,0.0232,7.03,True
Kiso C5-133,56.54207252041,56.69603062309,C,12.2,0.4395,0.0376,11.69,True
Kiso C7-29,292.8734057721,30.557278842640002,C,12.2,0.109,0.018,6.06,True
BM   IV  35,116.51234166661001,-22.24858741471,C,12.2,0.2663,0.0231,11.53,True
[W71b] 002-12,113.40020294555002,-24.87574057039,C,12.2,0.1727,0.0201,8.59,True
V* AQ Cnc,139.41242784823,12.65103188507,kA0.5hA7.5,12.2,0.5367,0.0215,24.96,True
C* 3300,265.13366664829,11.966462633360003,C-N,12.2,0.16,0.0211,7.58,True
SOPS   II e-40,270.70516313855,-40.32350717597,R,12.2,0.1517,0.0165,9.19,True
C* 2671,283.14009469398,-13.790159459640002,R,12.2,0.5797,0.0145,39.98,True
BC     32,325.74505441734,41.93133427592,N,12.2,0.1275,0.018,7.08,True
BC    217,332.08494325856,53.58756877585,N,12.2,0.1416,0.0178,7.96,True
Kiso C6-15,94.29999328528,6.75609079126,C,12.2,0.1329,0.02,6.65,True
C* 3234,53.6601980154,72.64922722455,C,12.2,0.3921,0.0224,17.5,True
BC    143,69.86271094925,54.34937961609,N,12.2,0.191,0.0391,4.88,False
Case  317,63.76283763435001,56.8038468392,C,12.2,0.2708,0.0371,7.3,True
V* GR Cam,63.80205028669,52.92708283835,N,12.2,0.4122,0.0379,10.88,True
TYC 9317-1439-1,291.66128191587,-74.64344869234,,12.2,0.4306,0.0166,25.94,True
V* FR Per,62.885492585479994,51.334150231319995,"C4,5",12.2,0.6223,0.026,23.93,True
BC    139,67.74362249059,57.51294950607001,N,12.2,0.2547,0.029,8.78,True
V* V669 Pup,114.25885182931,-19.548337716599995,C,12.2,0.3982,0.0343,11.61,True
CRTS J022714.9+140826,36.81249624402,14.14034616931,,12.2,0.6915,0.0224,30.87,True
C* 3273,93.64970670953,-15.019443995009999,R,12.2,0.2002,0.0195,10.27,True
V* RY Hya,125.02633697395999,2.7656042041999993,C-N5+,12.2,0.6533,0.0443,14.75,True
C* 2260,234.94228886434004,-67.05483167774,R,12.2,0.4057,0.0171,23.73,True
[W71b] 120-02,247.73702206592998,-50.16510940399,C,12.2,0.2808,0.0493,5.7,True
BM   IV  56,121.34289784914,-32.16084068448,C,12.2,0.1318,0.0261,5.05,True
C* 3238,57.24434653347999,61.79586260109,C,12.2,0.2214,0.0289,7.66,True
SOPS   IV e-52,198.05643064829997,-35.55337228810999,R,12.207,0.5376,0.0119,45.18,True
Case  522,8.90613702287,58.00673704339,"C5,3",12.21,0.1521,0.0232,6.56,True
Case  685,352.07416594757996,57.482440385509996,C,12.21,0.352,0.0267,13.18,True
C* 2804,297.41327941858,3.7755126735999998,"C3:,2",12.21,0.3021,0.0271,11.15,True
CRTS J115213.6-294551,178.05650026751,-29.764644163599996,,12.21,0.3971,0.0151,26.3,True
Case  165,273.99735264658,-16.48240585774,C,12.21,0.3943,0.0343,11.5,True
C* 2110,204.89792786261,-60.907812647099995,N3,12.21,0.262,0.022,11.91,True
V* HN Tel,294.26713682794,-52.97189526359999,,12.21,0.4538,0.0205,22.14,True
[M60b]+33 442,192.23257511713996,33.32632336555999,A5,12.21,1.2677,0.0224,56.59,True
C* 3019,319.71485381517994,46.66114480065,C,12.21,0.8982,0.0139,64.62,True
GSC 08758-01831,280.14715184773,-53.842225216479996,,12.21,0.2628,0.0203,12.95,True
NGC  5272   238,205.46469881251,28.38958191028,,12.22,0.0967,0.0162,5.97,True
HE 1337-2923,205.05702666483,-29.640623478149994,C,12.227,0.6445,0.0163,39.54,True
WRAY 18-170,147.75096914931,-44.14213087070999,C,12.23,0.2582,0.02,12.91,True
C*  894,116.77794170148003,-16.775011688380005,N,12.23,0.2292,0.0258,8.88,True
V* CQ Boo,223.52019251782,15.62967077078,,12.23,0.5118,0.0287,17.83,True
V* IS Cep,329.72254082182,55.50654872445,N,12.23,0.3894,0.022,17.7,True
V* MS Ara,270.7678696215,-52.722384345369996,,12.23,0.5511,0.0211,26.12,True
V* V456 Ser,234.38685788534002,-1.73150049491,,12.23,0.2319,0.0225,10.31,True
CRTS J061233.0-540235,93.13685584935,-54.04372195259,,12.23,0.6379,0.0129,49.45,True
V* IQ Cyg,296.70635059987,32.42276433894,C,12.23,0.2027,0.0188,10.78,True
V* CO Vul,295.9327119054,19.5688167246,C9;1,12.23,0.5133,0.0558,9.2,True
V* SW Cru,179.77651604747,-60.30514515937,F6-A9,12.23,0.8425,0.0131,64.31,True
V* RU CVn,209.88831639859,31.651149672269998,kA8hF9,12.24,0.4467,0.0175,25.53,True
C* 2725,290.52995200864996,-6.841557089860001,C,12.24,0.5179,0.0251,20.63,True
V* V395 Sgr,285.00677152427,-27.700848079269996,,12.24,0.1425,0.0233,6.12,True
V* CY Dra,296.5217692888,59.57396899199999,,12.24,0.3881,0.0135,28.75,True
[W71b] 022-08,122.70352844082,-40.01824661656,C,12.24,0.341,0.0256,13.32,True
V* EL Aps,263.9218254011299,-76.22103883719,,12.25,0.7229,0.0106,68.2,True
V* UV Vir,185.31970545717996,0.36750983705,kF6.5hF9,12.25,0.5635,0.0437,12.89,True
TYC 8995-2822-1,202.72257407696998,-62.210045921769996,,12.25,0.5281,0.0127,41.58,True
ROTSE1 J154746.38+272445.2,236.94467431379,27.41601483956,,12.25,0.4285,0.0131,32.71,True
SOPS  III e-10,97.5616629001,-34.61892528365,R,12.25,0.2364,0.011,21.49,True
2MASS J11003895-5900287,165.16226767768,-59.00799322238,C,12.25,0.3902,0.0217,17.98,True
Case  469,311.20364440087997,47.05298099854,C,12.25,0.394,0.0255,15.45,True
V* FF Psc,4.45241042257,9.88949087345,,12.25,0.6679,0.024,27.83,True
HE 1924-6525,292.2699174089299,-65.31441438977,C,12.257,0.6801,0.0155,43.88,True
SOPS   IV e-2,236.74881032008,-21.15700957451,R,12.257,0.5741,0.029,19.8,True
WRAY 18-138,142.21499454565,-40.75672269352,C,12.26,0.225,0.018,12.5,True
C* 2069,198.89647041110996,-56.00910378391,R,12.26,0.6305,0.0193,32.67,True
V* AZ Lib,230.16010812684996,-22.2912854468,A5,12.26,0.4383,0.022,19.92,True
ASAS J040312-1951.2,60.80066183363,-19.85306962,,12.26,0.5017,0.0209,24.0,True
SOPS   II e-37,274.47866796763,-39.78142110055,R,12.26,0.2097,0.0275,7.63,True
BM   IV  70,123.09823614861999,-39.07272863398,C,12.26,0.4334,0.0311,13.94,True
HE 1318-2451,200.24069751331,-25.12516383251,C,12.265,0.9256,0.0258,35.88,True
Case  421,107.83365125405,-6.19144135411,C,12.27,0.1213,0.0232,5.23,True
V* KX Leo,171.99734192139,13.364175702000002,,12.27,0.4741,0.0162,29.27,True
V* DZ Oct,133.70143566841,-83.28255801645,,12.27,0.3714,0.0127,29.24,True
SOPS   IV e-76,235.62257032942,-41.5544567119,R,12.27,0.2327,0.0228,10.21,True
V* EW Per,28.064702944600004,56.96734159898,C,12.27,0.2349,0.021,11.19,True
SOPS   II e-64,260.17237890482994,-49.6181815155,R,12.27,0.4843,0.0194,24.96,True
[W71b] 060-13,158.52615582899,-62.48809779929001,C,12.27,0.346,0.0097,35.67,True
Case  417,106.80359217078001,-5.364827291940001,C,12.27,0.2519,0.0252,10.0,True
V* CU Scl,25.609893190449995,-30.460242838320003,A0,12.28,0.4235,0.0188,22.53,True
V* UU Boo,229.27191815032003,35.11569996235,kA9.5hF6,12.28,0.4323,0.0169,25.58,True
C* 2107,204.65454354217997,-69.04325465206,R,12.28,0.7477,0.0111,67.36,True
ASAS J185719-6321.4,284.32889604835,-63.35683638074,,12.28,0.3208,0.0162,19.8,True
V* V476 Vir,202.34361930406996,-5.883126836299999,,12.28,0.5638,0.0342,16.49,True
TYC 8578-1754-1,122.40618324597999,-58.75512895666,,12.28,0.7109,0.0109,65.22,True
ATO J245.8031+06.7618,245.80315512820704,6.761858751246112,,12.284,0.4834,0.0158,30.59,True
ASAS J142951-2147.8,217.46434304001997,-21.79780978313,,12.29,0.476,0.0226,21.06,True
V* BY Eri,42.89229086337001,-47.80123443715,kA3hA7,12.29,0.4573,0.0124,36.88,True
TYC 8370-949-1,274.16654998449,-50.68813700158001,,12.29,0.3736,0.0203,18.4,True
Case  161,270.18744543313,-17.00965798675,"C5,5J",12.29,0.4587,0.0458,10.02,True
Case  677,342.79944720191,56.8634321771,C,12.29,0.3547,0.0196,18.1,True
V* DG Hya,134.52649796313,-5.44032978183,kF3hF7.5,12.29,0.394,0.019,20.74,True
CRTS J110024.2-024225,165.10095266185,-2.70724680629,,12.299,0.4752,0.0252,18.86,True
V* AN Cap,308.19740732293,-26.55659755903,A,12.3,0.3632,0.0174,20.87,True
V* AC Cas,15.656474628700003,71.83675871232,R-N,12.3,0.2988,0.0181,16.51,True
V* XX Lib,226.79177401557996,-25.997640536209996,A5,12.3,0.4127,0.0155,26.63,True
Kiso C7-71,295.23487044433,29.09616571278,C,12.3,0.1265,0.0168,7.53,True
V* X LMi,151.52803256493,39.35790818458,kA5hF7,12.3,0.3977,0.015,26.51,True
C* 3226,28.31518382067,51.15013352581,R/N,12.3,0.3823,0.0299,12.79,True
C* 3285,124.98113560612,-19.852696124600005,C,12.3,0.2237,0.0218,10.26,True
[W71b] 005-02,114.32132424375001,-25.85244271439,C,12.3,0.2187,0.0172,12.72,True
V* V452 Oph,259.49865513022996,11.074438986260002,kF0hF5,12.3,0.5978,0.0159,37.6,True
MSB 63,272.61644739537996,-26.86608781214,"C7,2",12.3,0.4724,0.0424,11.14,True
BC      4,96.89691090502,8.119943384319999,N,12.3,0.3367,0.0297,11.34,True
Case  294,14.086463773399997,65.18493892222,"C4,3",12.3,0.2502,0.0224,11.17,True
AG+38 2447,356.01421347099,38.80611352603,,12.3,0.8074,0.0216,37.38,True
FBS 1552-002,238.69148938961,-0.43059509795999995,C-H,12.3,0.1945,0.0165,11.79,True
C* 3306,301.57576231807997,48.1846224888,C,12.3,0.3833,0.0114,33.62,True
[W71b] 060-19,158.88227987798,-61.75631124699,C,12.3,0.1342,0.0168,7.99,True
HE 1358-2508,210.30146858629,-25.37755357481,C,12.3,0.2842,0.0192,14.8,True
Case  537,30.20585183435001,59.25209945289,"C4,3",12.3,0.1806,0.029,6.23,True
Kiso C4-5,275.4956690225599,4.24462486391,C,12.3,0.0553,0.0184,3.01,False
Case  281,110.23383903751,-7.55023226662,C,12.3,0.2472,0.0262,9.44,True
ASAS J202244-1710.6,305.68112914747,-17.17617965118,,12.3,0.4002,0.0202,19.81,True
Case  528,21.3288453695,57.6549708092,"C5,3",12.3,0.2188,0.0236,9.27,True
C* 3282,118.55501432681999,72.227777784,C-N,12.3,0.1302,0.0211,6.17,True
NIKC 3-28,60.79927055837,55.683852111369994,C,12.3,0.32,0.0179,17.88,True
HE 0432-5424,68.39789372835,-54.2998708003,C,12.3,0.1597,0.0123,12.98,True
V* V1055 Sgr,285.07134190621,-15.10191786058,,12.3,0.6202,0.016,38.76,True
V* SW For,45.286263888120004,-38.12867857955,kA3hF0,12.3,0.4205,0.0123,34.19,True
V* FK Vul,313.12918525357,22.43659158125,,12.3,0.5356,0.0151,35.47,True
V* V1221 Cen,172.76891991725,-41.117548680389994,,12.3,0.4364,0.0151,28.9,True
Case  315,60.788162984370004,56.12220049314,C,12.3,0.3174,0.0306,10.37,True
Case  728,92.44188467817,30.02969037243,C,12.3,0.2789,0.0338,8.25,True
C* 3255,81.05110342,57.53154291828,N,12.3,0.3373,0.0266,12.68,True
C* 3324,351.15833235281,72.36058455299,N,12.3,0.1927,0.0157,12.27,True
V* V600 Sco,256.01591490385,-38.76051162137999,,12.3,0.8401,0.019,44.22,True
V* LW Cyg,328.80737042808994,50.49715095788,"C5,4e:",12.3,0.983,0.0201,48.91,True
C* 3272,93.70720546251,28.16188035443,C,12.3,0.799,0.0183,43.66,True
V* AE Tuc,12.502571304959998,-62.63542419307001,,12.304,0.5794,0.0141,41.09,True
ATO J277.9319-09.3643,277.9319139948225,-9.36437475644528,,12.306,0.3391,0.0153,22.16,True
ATO J119.0205+23.5659,119.020606977935,23.566012780499445,,12.308,0.4931,0.0162,30.44,True
HE 1354-2552,209.22958518335997,-26.126479392730005,C,12.308,0.7179,0.0141,50.91,True
SOPS   IV e-69,198.89454450192997,-41.11936528696,R,12.31,0.1819,0.021,8.66,True
HE 1455-1413,224.46509555858998,-14.419425428510001,C,12.31,0.5117,0.0163,31.39,True
V* HU Cas,17.7651756554,57.34608947894,A2,12.31,0.7324,0.0186,39.38,True
C*  569,100.91264170365041,-2.3620999339644446,C,12.31,0.1571,0.0394,3.99,False
CRTS J181629.0+364456,274.12084477493,36.74876764260001,,12.31,0.3777,0.0197,19.17,True
V* OY And,29.525439573359993,38.65515979739,C-N,12.314,0.1043,0.0394,2.65,False
CRTS J124114.6-405657,190.31115860679668,-40.94914791219666,,12.318,0.6176,0.0152,40.63,True
V* V653 Aur,111.2181914941,35.52418152701999,,12.32,0.4433,0.0192,23.09,True
ASAS J221039-5049.8,332.66328395681,-50.82957884211999,,12.32,0.3069,0.0163,18.83,True
SOPS    I e-4,261.65995729033,-61.72187102318999,R,12.33,0.226,0.016,14.12,True
C* 2895,305.18511154431,53.5391165172,R,12.33,0.4959,0.009,55.1,True
SOPS   IV e-11,253.25787808934996,-26.67722842221,R,12.33,0.2433,0.0253,9.62,True
V* ET Hya,128.767569949,-8.83609947277,,12.33,0.5062,0.0172,29.43,True
Case  564,69.87928069332,40.51405437127001,C,12.33,0.2722,0.0206,13.21,True
Case  485,323.61771315487,57.02971706696,C,12.33,0.7013,0.0404,17.36,True
ASAS J135740-1202.3,209.41744205918997,-12.03843989805,,12.331,0.557,0.0179,31.12,True
V* V1820 Ori,88.65474009935,4.90313693061,,12.34,0.9552,0.0151,63.26,True
C* 2623,279.10947006616,16.968746561530004,R,12.34,0.4217,0.0168,25.1,True
HE 1356-2752,209.85409212370996,-28.116277966729996,C,12.34,0.5448,0.0167,32.62,True
V* HN Cet,34.967903638829995,9.28003680713,,12.34,0.4383,0.0194,22.59,True
V* RS Oct,326.82043035847,-87.65178303659,,12.34,0.4198,0.0172,24.41,True
CRTS J203437.7-453055,308.65741801627496,-45.515087473914164,,12.341,0.3482,0.0207,16.82,True
V* TV Leo,167.84138770973,-5.892068593129999,kB9.5hF0.5,12.35,0.4453,0.0241,18.48,True
V* V1571 Cyg,325.65228540971,44.94331886253,N,12.35,0.2239,0.0184,12.17,True
OGLE LMC-RRLYR-39548,80.33928783167,-62.35688980883,,12.35,0.4741,0.011,43.1,True
[AHB74] C  38,298.39976299829993,22.97597182656,C9;1,12.35,0.3615,0.0456,7.93,True
CD-48 13332,298.84104655612,-48.44795017478,,12.35,0.5223,0.0211,24.75,True
LEE 353,341.67409627602,41.01963317474,R,12.35,2.5695,0.014,183.54,True
SOPS   II e-73,269.35871803835994,-52.12888902818,R,12.36,0.1371,0.0193,7.1,True
V* V552 Car,160.21398781356,-64.71328568296,,12.36,6.9476,0.1049,66.23,True
C*  761,111.4114685108,-29.755939071040004,N,12.36,0.1591,0.0177,8.99,True
WRAY 18-140,142.69679263267,-58.78110627577,C,12.36,0.1331,0.0179,7.44,True
