name,ra,dec,sp_type,v_mag,parallax,dist_ref,dist_ref_err,period,M_calc,dist_pl,abs_error,rel_error
V* U Hya,159.38863730625002,-13.384542478611111,C-N5,4.82,4.8,208.33,9.98,389.4,-4.181,631.19,422.86,202.97
V* Y CVn,191.28260867319,45.44025730789,C-N5,4.87,3.2222,310.35,16.8,267.8,-3.856,556.06,245.71,79.17
V* UU Aur,99.13682126541002,38.44550528378,C-N5-,5.25,2.0387,490.51,39.96,235.0,-3.742,628.68,138.17,28.17
V* TW Hor,48.1381662957,-57.32154923042,C-N5IIIb:,5.71,2.1714,460.53,14.91,270.3,-3.864,821.75,361.22,78.44
V* R Scl,21.7420579928,-32.54317756523,C-N5+,5.72,2.5437,393.13,12.15,370.0,-4.136,936.01,542.88,138.09
V* V460 Cyg,325.50451287212,35.51019997682,C-N5,5.84,1.6823,594.42,42.51,180.0,-3.511,741.5,147.08,24.74
V* UX Dra,290.39799262491,76.55959921158,C-N5,5.94,2.1294,469.62,20.82,175.0,-3.486,767.74,298.12,63.48
V* VY UMa,161.26679388016,67.41138307285,C-N5,5.95,2.3813,419.94,13.7,120.4,-3.161,664.13,244.19,58.15
V* BL Ori,96.36739264613,14.72199226372,C-N5-,6.0,1.3544,738.33,47.81,153.8,-3.374,749.52,11.19,1.52
V* W Ori,76.34882946369,1.17762628862,C-N5,6.1,2.0398,490.24,38.09,212.0,-3.653,892.35,402.11,82.02
V* NP Pup,103.61118148704,-42.36557181146,C-N4.5,6.27,1.7266,579.17,13.89,106.5,-3.055,732.72,153.55,26.51
V* RY Dra,194.107963484,65.99439212941,C-N3III:,6.34,2.4891,401.75,7.75,300.0,-3.954,1145.11,743.36,185.03
V* X Cnc,133.84534140623,17.2312730583,C-N4.5,6.4,1.75,571.43,38.99,180.0,-3.511,959.64,388.21,67.94
V* RS Cyg,303.34859036417,38.72901945302,C-N5.5,6.5,1.3294,752.22,12.84,417.39,-4.241,1406.75,654.53,87.01
V* W CMa,107.01431690315002,-11.923276711940002,C-N5,6.56,1.4527,688.37,24.31,160.0,-3.408,985.48,297.11,43.16
V* SS Vir,186.30997843542,0.7697074278800001,C-N4.5:,6.6,1.8106,552.3,23.12,361.0,-4.115,1389.96,837.66,151.67
V* Y Hya,147.76549053737,-23.01731975558,C-N4.5III:,6.63,2.1991,454.73,19.87,154.4,-3.377,1003.36,548.63,120.65
V* AQ Sgr,293.5791439481195,-16.3741802523725,C-N5,6.7,1.7946,557.23,51.88,225.0,-3.704,1204.68,647.45,116.19
V* S Sct,282.58348657969,-7.90761921371,C-N5,6.8,2.3568,424.3,9.51,149.7,-3.35,1071.74,647.44,152.59
V* V Hya,162.90525661376,-21.25009275779,C-N:6,6.8,2.3095,432.99,20.25,530.7,-4.45,1778.03,1345.04,310.64
V* Z Psc,19.0209600209,25.76935830696,C-N5,6.84,1.5643,639.26,22.03,155.8,-3.385,1109.24,469.98,73.52
V* V1942 Sgr,289.7899733544,-15.908341828600005,C-N5+,6.86,1.5759,634.56,16.47,121.4,-3.168,1013.18,378.62,59.67
V* Y Tau,86.41420890269,20.695041275089995,C-N5-,6.9,1.5006,666.4,26.29,245.0,-3.778,1366.68,700.28,105.08
V* V Aql,286.10064373823,-5.68484564484,C-N5,6.9,2.3257,429.98,21.19,407.0,-4.219,1674.32,1244.34,289.39
V* V CrB,237.38046749095,39.57163684146,"C6,2e_MS3",6.9,1.1378,878.89,18.38,357.4,-4.106,1589.5,710.61,80.85
V* RV Cen,204.40023056755,-56.47640473703,C-N3,7.0,1.1569,864.38,18.6,447.9,-4.302,1821.68,957.3,110.75
V* WZ Cas,0.31606997761,60.35528497784,C-N7III:,7.13,2.1227,471.1,6.59,186.0,-3.539,1360.83,889.73,188.86
V* UZ Pyx,131.65138445264,-29.72811191865001,C-J4,7.17,0.8949,1117.44,22.85,159.6,-3.406,1303.81,186.37,16.68
V* V Oph,246.68211154589,-12.42661581908,C-N:4,7.3,1.348,741.84,14.53,297.21,-3.946,1775.11,1033.27,139.28
V* RY Mon,106.73531389966,-7.557362735750001,C-N5,7.5,1.13,884.96,19.89,455.7,-4.317,2309.25,1424.29,160.94
V* SZ Lep,83.94882339906,-25.73847956557,C-N3.5III,7.59,1.1301,884.88,13.31,82.7,-2.835,1216.19,331.31,37.44
V* UV Cam,61.47437473794,61.79443723932,C-J4,7.6,1.1913,839.42,13.18,294.0,-3.937,2029.27,1189.85,141.75
V* T Cnc,134.16723996003,19.84914442982,C-N5,7.6,1.039,962.46,63.18,482.0,-4.366,2472.97,1510.51,156.94
V* S Cen,186.14132728771,-49.44020225755,C-R4,7.6,1.5635,639.59,11.9,65.0,-2.626,1109.6,470.01,73.49
V* HK Lyr,280.70835271644,36.95858044416,C-N5,7.65,1.1328,882.77,15.27,186.0,-3.539,1729.04,846.27,95.87
V* ST And,354.6880542188699,35.77256743368,"C5,4e_MS3",7.7,0.4614,2167.32,113.67,326.6,-4.028,2216.19,48.87,2.25
V* T Cae,71.82884859897,-36.20932536959,C-N4IV:,7.73,0.7755,1289.49,27.6,158.0,-3.397,1680.59,391.1,30.33
V* VX And,4.9750672133,44.70941555134,C-J4.5,7.8,1.5764,634.36,10.3,375.0,-4.148,2452.52,1818.16,286.61
V* V579 Per,54.80071367376,41.28276148826,F0mA2V_lB,7.84,2.8098,355.9,15.76,0.465624,1.664,171.88,-184.02,-51.71
V* AX Cyg,299.30211115716,44.26112158584,C-N5-,7.85,1.0656,938.44,16.73,361.0,-4.115,2471.74,1533.3,163.39
V* RX Peg,329.09307763235,22.861824187550003,C-J4.5:,8.14,1.2449,803.28,14.32,629.0,-4.597,3527.45,2724.17,339.13
V* S Cam,85.26038922892,68.79862004193,C-N6-:,8.18,0.7211,1386.77,37.89,327.26,-4.03,2766.67,1379.9,99.5
V* S Aur,81.78107731059,34.1496802983,C-N5+,8.2,0.9146,1093.37,43.63,590.1,-4.542,3534.84,2441.47,223.3
V* V2618 Sgr,272.83493846433,-36.58293204302,RRAB,8.36,0.0441,22675.74,29360.19,0.5022845,-0.081,487.7,-22188.04,-97.85
CD-62   466,158.57433827146,-62.7109878643,C-H:4,8.36,0.8908,1122.59,27.47,551.4,-4.483,3703.28,2580.69,229.89
V* SY Eri,77.45113426205,-5.5153176975,C-N5,8.39,0.8312,1203.08,56.74,96.0,-2.965,1865.99,662.91,55.1
V* RU Pup,121.87428873554,-22.91257569089,C-N5III:,8.45,0.6942,1440.51,48.14,425.0,-4.257,3478.21,2037.7,141.46
V* TU Tau,86.30718845029,24.42012459865,C-N4+,8.46,0.8482,1178.97,47.4,200.2,-3.603,2585.74,1406.77,119.32
V* V971 Cen,203.1736080542,-53.83097110057,C-R2+III,8.51,0.741,1349.53,40.98,49.5,-2.389,1513.01,163.48,12.11
V* RT Pup,121.3332715351,-38.77668889235999,C-N5.5IIIa:,8.52,1.0183,982.03,15.53,100.0,-3.0,2013.72,1031.69,105.06
V* SZ Sgr,266.23531640133126,-18.6573114528725,C-N5.5,8.52,0.7636,1309.59,53.85,73.0,-2.727,1775.53,465.94,35.58
V* BE CMa,110.91072080344,-22.969658773909995,C-J4.5,8.67,0.8217,1216.99,29.92,614.0,-4.576,4459.31,3242.32,266.42
V* CR Gem,98.59965055786,16.075088160449997,C-N5,8.67,0.9417,1061.91,33.83,250.0,-3.796,3112.98,2051.07,193.15
V* IV CMa,95.91301325104,-27.0657514662,C-N5-,8.69,0.6132,1630.79,69.94,423.0,-4.253,3877.36,2246.57,137.76
V* TU Gem,92.7212614601,26.0148086599,C-N5+,8.694,0.8759,1141.68,86.68,217.0,-3.673,2974.29,1832.61,160.52
HD  52432,105.25813961474,-3.25253737854,C-J3.5,8.76,1.2317,811.89,30.39,60.0,-2.556,1833.41,1021.52,125.82
V* TW Oph,262.43193319796,-19.47301838108,C-N5,8.79,1.7197,581.5,28.07,185.0,-3.534,2916.55,2335.05,401.56
V* T Lyn,125.67853646032,33.51929736438,"C7,1e_MS2",8.8,0.6036,1656.73,103.48,406.0,-4.217,4012.46,2355.73,142.19
V* WX Cyg,304.63864290278,37.44974451022001,C-J6,8.8,0.8644,1156.87,33.06,410.45,-4.227,4029.99,2873.12,248.35
V* DD Cru,179.99490088285,-58.600775335389976,C-N4IIIa:,8.84,0.7478,1337.26,32.37,141.142776,-3.299,2678.33,1341.07,100.28
V* SY Car,168.9107584573,-57.92842762682,C-N5,8.89,0.6558,1524.86,43.25,90.2,-2.91,2291.3,766.44,50.26
V* AC Pup,125.68399782353,-15.916493057100004,C-N5,8.9,0.6876,1454.33,52.03,217.1,-3.673,3270.87,1816.54,124.91
V* MT Tel,285.5511635671829,-46.65335660807889,A5II-IIIkA0mA0,8.94,2.0426,489.57,7.21,0.3169011,1.998,244.55,-245.02,-50.05
HD  19881,48.41101970187,47.82607685744,C-N5+,8.94,0.6458,1548.47,64.74,110.0,-3.083,2538.38,989.91,63.93
V* SW And,5.9295401316200005,29.40100736982,A7IIImF0,9.15,1.9615,509.81,7.38,0.442262,1.709,307.8,-202.01,-39.62
V* ST Cam,72.80561978959,68.16878823045,C-N5,9.2,1.6631,601.29,17.61,300.0,-3.954,4274.14,3672.85,610.83
MC79 2-29,261.53116614603,-50.68504256285001,C-J,9.2,0.8964,1115.57,50.78,471.824493,-4.348,5122.86,4007.29,359.21
V* DN CMi,122.47046655575,5.060108895520001,C-N4.5III:,9.23,0.424,2358.49,127.94,152.0,-3.364,3301.7,943.21,39.99
CD-50  4189,142.2086394812226,-50.904419296173,C-J:5,9.4,5.3867,185.64,32.5,114.3,-3.116,3185.8,3000.16,1616.12
V* T Mus,200.30769182495,-74.44193897296,C-J4.5,9.4,1.2807,780.82,11.89,1021.0,-5.018,7649.1,6868.28,879.62
CD-29 13477,261.00324771118994,-29.32509974229,C-N:5,9.44,0.7964,1255.65,49.66,253.0,-3.806,4459.11,3203.46,255.12
CD-27  4367,114.89117130516,-27.70397080186,C-N5,9.45,0.5522,1810.94,76.41,472.0,-4.348,5748.79,3937.85,217.45
HD  70138,124.92955460149,-18.26468273643,C-R:4IIIb:,9.45,0.4241,2357.93,132.32,73.9,-2.737,2738.15,380.22,16.13
V* SS Sgr,277.60853620067,-16.89703787949,C-N5-,9.46,0.6571,1521.84,71.56,337.901154,-4.058,5052.61,3530.77,232.01
V* GK Ori,94.42539517874,8.51983187451,C-N5-,9.5,0.8124,1230.92,50.76,236.0,-3.746,4458.25,3227.33,262.19
V* DX Del,311.86814828694963,12.46407844741722,A7IIImF0,9.52,1.7298,578.1,5.01,0.4726191,1.651,374.8,-203.3,-35.17
V* RT Ori,83.30727310994,7.153453036290003,C-N5,9.7,1.0025,997.51,23.38,321.0,-4.013,5528.43,4530.92,454.22
V* TV Car,159.68143565717,-60.82357895918,C-N,9.7,0.4949,2020.61,187.81,316.0,-3.999,5493.83,3473.22,171.89
V* RX Cru,192.38509518429,-61.7706591147,C-N:6,9.7,0.7768,1287.33,46.4,275.22937,-3.879,5198.5,3911.17,303.82
V* DH Gem,97.72309054883,12.47934052555,C-R2,9.82,0.7124,1403.71,68.77,81.578288,-2.823,3377.77,1974.06,140.63
MSB 38,309.03077672671,60.09056646236,C-J4+,9.86,0.5261,1900.78,70.81,291.0,-3.928,5722.12,3821.34,201.04
V* V781 Sgr,268.98954439727,-28.0308288746,C-N5.5_C25,9.87,0.7551,1324.33,57.53,208.658422,-3.639,5032.39,3708.06,280.0
V* AQ And,6.88201279869,35.58735979614,C-N5+,9.9,1.259,794.28,15.65,169.0,-3.456,4689.8,3895.52,490.45
V* SZ Car,149.96546761328,-60.21834488553999,C-N4.5,10.0,1.4009,713.83,9.48,126.0,-3.201,4366.65,3652.82,511.72
V* V901 Sco,255.6912677224,-32.72548821986,C-N4.5,10.02,0.5466,1829.49,82.34,439.0,-4.285,7260.82,5431.33,296.88
V* BO CMa,108.45366133059,-19.69053138935,C-N5,10.12,0.3965,2522.07,150.12,420.0,-4.246,7469.64,4947.57,196.17
ROTSE1 J180826.56+452702.9,272.11029796553,45.45133266256,RRC,10.13,1.6846,593.61,8.99,0.30109301,0.335,909.98,316.37,53.3
ROTSE1 J142425.69+230316.8,216.10662066426,23.05428165871,RRAB,10.14,1.3012,768.52,10.75,0.698626,-0.349,1252.41,483.89,62.96
IRAS 18276-4717,277.84581578271,-47.26065579205,C-rich,10.17,1.0396,961.91,82.72,493.695526,-4.387,8154.24,7192.33,747.71
LEE   8,73.37842772321,22.77344111334,"C5,5_MS4",10.18,0.583,1715.27,87.38,168.5,-3.453,5328.93,3613.66,210.68
V* SS Pic,86.87050034344,-45.24595345133999,RRAB/BL,10.2,1.5287,654.15,5.52,0.494099,-0.067,1131.06,476.91,72.91
V* TT Tau,72.88026885697,28.526907402429995,C-N5+,10.2,1.4586,685.59,12.41,159.0,-3.403,5254.83,4569.24,666.47
V* TT Cyg,295.23756602515994,32.61826574900001,C-N5-,10.2,1.4392,694.83,8.98,118.0,-3.144,4663.94,3969.11,571.23
V* TZ Car,161.51253583741,-65.61464196325,C-R4III:,10.2,1.033,968.05,16.96,69.0,-2.678,3763.05,2795.0,288.72
V* IK Hya,181.19696920887,-27.67868673227,B7IIkA3mA3,10.23,1.2721,786.1,14.27,0.65031872,1.374,590.54,-195.56,-24.88
V* OW Dra,195.87955460393,71.11222312241,RRC,10.25,1.1882,841.61,11.33,0.33297,0.253,998.57,156.96,18.65
V* X Vel,148.85879845004,-41.58688332653,C-N3,10.3,1.5801,632.87,13.26,140.0,-3.292,5229.39,4596.52,726.3
CD-37  4167,120.52082298972,-38.19782246423,C-J4,10.3,0.412,2427.18,124.3,124.2,-3.188,4984.81,2557.63,105.37
CD-59  1560,109.67498336656,-59.79541391446999,RRC,10.36,1.5946,627.12,5.9,0.255262,0.469,951.07,323.95,51.66
CD-42 14707,302.31780100578,-42.12978546084,RRAB,10.37,1.275,784.31,13.35,0.5512454,-0.156,1274.27,489.96,62.47
V* V1283 Her,264.65579586506,37.89907926377,RRC,10.46,1.169,855.43,9.88,0.272666,0.415,1020.77,165.34,19.33
V* V746 Cen,192.10038213053,-33.65807875362,RRAB,10.47,1.2241,816.93,15.42,0.5514041,-0.157,1334.47,517.54,63.35
V* V701 Pup,124.88688587047,-23.96939930723,RRC/BL,10.48,1.0232,977.33,21.49,0.285665,0.378,1048.31,70.98,7.26
ASAS J101200+1921.9,153.00033722025,19.36669963675,RRAB/BL,10.52,0.5383,1857.7,73.51,0.482834,-0.049,1299.39,-558.31,-30.05
ROTSE1 J152406.02+343410.7,231.02499101786,34.56978746306,RRC,10.56,1.7119,584.15,8.12,0.32293099,0.278,1138.69,554.54,94.93
V* V1059 Cas,13.64990108044,74.52816389753,RRAB:,10.57,1.4123,708.06,7.07,0.64968,-0.29,1485.76,777.7,109.84
CD-29  4494,112.67862985764,-30.09291421659,DCEP-FO|EC|ESD,10.62,2.6079,383.45,1.91,0.77926,-1.151,2260.52,1877.07,489.52
V* GP Aqr,336.4132734661699,-7.94111344218,RRC/BL,10.66,0.9184,1088.85,19.44,0.4052637,0.094,1298.06,209.21,19.21
CD-25 15687,329.72784703017,-24.52597435073,RRC,10.69,4.4628,224.07,0.79,0.248888,0.489,1096.74,872.67,389.47
V* XZ Gru,341.89452451037,-39.05916917071,RRAB,10.7,0.8453,1183.01,25.89,0.8831035,-0.539,1769.33,586.32,49.56
V* GP CMa,103.19133628524,-12.16520040328,C-N6,10.71,0.4324,2312.67,237.47,442.0,-4.291,10003.89,7691.22,332.57
BD-03  3640,218.34181395391,-4.30304823755,RRC,10.71,1.2644,790.89,14.89,0.249632,0.487,1108.13,317.24,40.11
CD-45 13628,302.06725204131,-45.52024200181,RRAB,10.717,1.2172,821.56,11.47,0.51024,-0.094,1452.47,630.91,76.79
ASAS J205934+1812.7,314.89033855837,18.21160599429,ACEPS,10.74,0.6481,1542.97,35.24,0.762895,-1.126,2361.13,818.16,53.03
V* V500 Hya,131.94557210813,-3.6500788750500006,RRD,10.75,0.8453,1183.01,36.95,0.420793,0.063,1372.15,189.14,15.99
BD-19  3673,200.60523827691,-20.70595106329,RRC,10.77,1.2468,802.05,25.09,0.235934,0.533,1115.38,313.33,39.07
V* RU Sex,146.41979115863,-6.73329116093,RRC,10.78,0.8888,1125.11,26.08,0.350232,0.212,1298.94,173.83,15.45
CD-41  2589,101.96409573657,-42.01899959674001,C-rich,10.79,1.1319,883.47,39.65,686.0,-4.673,12374.56,11491.09,1300.68
ASAS J101332-0702.3,153.38245623024,-7.0381472379700005,RRC,10.79,0.9543,1047.89,38.76,0.313619,0.302,1252.14,204.25,19.49
V* RV Cyg,325.81803659265995,38.01749431681999,C-N5:,10.8,1.4923,670.11,38.98,263.0,-3.84,8471.93,7801.82,1164.26
V* QW UMa,146.73596158467,63.69548558946,RRC,10.87,0.9708,1030.08,17.08,0.29849,0.342,1275.33,245.25,23.81
V* V372 Ser,229.39581745471003,-1.0879847325,RRD,10.9,0.8083,1237.16,31.22,0.3507304,0.211,1373.47,136.31,11.02
V* V2369 Cyg,294.96271655136,38.352196927650006,RRC,10.9,0.8883,1125.75,17.87,0.2972438,0.345,1291.05,165.3,14.68
ROTSE1 J135540.83+352302.6,208.92030677364,35.383831345340006,kA8hF3mF2,10.9,1.6608,602.12,6.71,0.31129801,2.014,598.78,-3.34,-0.55
V* RV Oct,206.63226761872625,-84.40177345968445,RRAB,10.94,1.0057,994.33,11.67,0.57117,-0.185,1678.92,684.59,68.85
DO   726,63.45197926727,13.6215935378,M5.0III,10.99,0.6569,1522.3,83.19,55.635919,-2.491,4967.55,3445.25,226.32
V* U Cam,55.45073271030999,62.64844324789,C-N5,11.0,1.6174,618.28,15.18,2800.0,-5.894,23925.62,23307.34,3769.71
V* V468 Hya,123.25558593269,1.3281308742000002,RRC,11.0,0.6171,1620.48,53.83,0.318524,0.289,1387.32,-233.16,-14.39
V* CL Mon,103.90287691354,6.378660986999999,C-J:6,11.0,0.8502,1176.19,63.36,493.0,-4.386,11943.7,10767.51,915.46
V* VW Scl,19.56237686234,-39.21245632162,RRAB,11.01,0.8791,1137.53,43.74,0.5109117,-0.095,1663.11,525.58,46.2
V* EX UMa,131.30094368446,56.60743621699,RRAB,11.02,0.9827,1017.6,18.95,0.54281,-0.144,1709.06,691.46,67.95
V* NS UMa,126.10295745339998,65.71760455836,RRAB/BL:,11.02,0.8076,1238.24,29.28,0.5991,-0.224,1773.31,535.07,43.21
TYC 8896-623-1,88.78547386841,-62.97431301919,RRC,11.04,0.8723,1146.39,15.9,0.374512,0.158,1501.33,354.94,30.96
V* BV Aqr,330.7249900021399,-21.52559646026,RRC/BL,11.05,0.8624,1159.55,26.22,0.363714,0.181,1491.85,332.3,28.66
